Object ID,Name of site,Place,Region,Site description,Campsite category,Number of powered sites,Number of unpowered sites,Bookable,Free,Facilities,Activities,Dogs alllowed,Landscape type,Access by,Has alerts,URL to thumbnail,URL to webpage,Description of place,x,y,DOC system ID,Date loaded to GIS,GlobalID,x2,y2
156544,Pioneer Park Campsite,Pioneer Park Conservation Area,Canterbury,"Short walks are nearby, and you can visit historic Burkes Cottage. Do not camp in flood zone if heavy rain or thunderstorms are forecast.",Standard,0,25,Yes,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Water from tap - not treated, boil before use, Wheelchair accessible with assistance, Toilets - non-flush, Toilets, Water supply",Walking and tramping,Dogs allowed. Keep dog under control at all times. <a href=""https://www.doc.govt.nz/parks-and-recrea,,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/eb459fd04667412aafcc44d935fa43c9.jpg,https://www.doc.govt.nz/link/06f2c7562f0a447694303da2fd356f27.aspx,Located in Pioneer Park Conservation Area,1436530,5110157,100043671,6/25/2024 8:30:39 AM,a33b2aa9-07e9-482e-8de6-1b65b6f3e481,1436530,5110157
156545,Waihi Gorge Campsite,Geraldine area,Canterbury,"Located on the banks of the Waihī River, this campsite is a popular spot surrounded by kahikatea, mataī and lowland tōtara forest.",Standard,0,40,Yes,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Toilets - flush, Water from tap - not treated, boil before use, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4949c53e27a4407c8e4ca1c66a399ce5.jpg,https://www.doc.govt.nz/link/2e35c49aa37b4c98adeede41dcd25ea3.aspx,Located in Geraldine area,1452060,5126184,100043672,6/25/2024 8:30:39 AM,3dcf02f8-c246-4046-a79b-b63821a635dc,1452060,5126184
156546,Orari Campsite,Geraldine area,Canterbury,Camp within a remnant of podocarp forest. Explore the forest or the old bush tramway.,Standard,0,15,Yes,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Toilets - flush, Water from tap - not treated, boil before use, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Forest,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/64db95b23bb34e8cbd22f843e5d70c28.aspx,https://www.doc.govt.nz/link/bf9ce4fbe68b4ef4a9c0cd9926e3a2a8.aspx,Located in Geraldine area,1454436,5127884,100043669,6/25/2024 8:30:40 AM,bb7cf6aa-a736-4679-b419-6bb74e1899a5,1454436,5127884
156547,Kinloch Campsite,Glenorchy area,Otago,"Camp on the shores of Lake Wakatipu, New Zealand’s longest lake. Explore the area along the Caples or the Greenstone tramping tracks. Swim, kayak, fish or go boating on the lake, or enjoy the scenery.",Standard,0,15,Yes,,"Boat launching, Jetty, Non-powered/tent sites, Water from tap - not treated, boil before use, Wheelchair accessible, Toilets - non-flush, Toilets, Water supply","Boating, Fishing",Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,Rivers and lakes,"Boat, Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/589031bb7e1f4f1889d9abbd2f551e3c.jpg,https://www.doc.govt.nz/link/a8115b67bce049f3acdada4d3556c96d.aspx,Located in Glenorchy area,1232511,5023883,100031418,6/25/2024 8:30:40 AM,f4e2da92-0f24-4749-bb69-62e306828ad9,1232511,5023883
156548,Diamond Lake Campsite,Glenorchy area,Otago,"Park up near the shores of Diamond Lake, on the edge of Mt Aspiring National Park. Swim, fish or go kayaking.",Standard,0,10,No,,"Water from stream, Toilets - non-flush, Toilets, Water supply","Fishing, Kayaking and canoeing",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6e6cbbe739054e86b5e6cae9938f19a4.aspx,https://www.doc.govt.nz/link/35d86e8966d74ab48124fc6b29ca26f6.aspx,Located in Glenorchy area,1234280,5036440,100136665,6/25/2024 8:30:41 AM,354a0541-8fef-4862-b6a7-367879c08d18,1234280,5036440
156549,Sylvan Campsite,Glenorchy area,Otago,Camp beside the Routeburn River. Walk to Lake Sylvan via the bridge or day walk the start of the Routeburn Great Walk. Fly fish in the river.,Standard,0,36,Yes,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Wheelchair accessible, Toilets - non-flush, Toilets, Water supply",Fishing,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e0d87f9ca3724340b74431b36b86688d.jpg,https://www.doc.govt.nz/link/dca526300253491da2e08ad9af757896.aspx,Located in Glenorchy area,1228962,5036824,100065482,6/25/2024 8:30:41 AM,b802b8e3-282b-422b-96a7-efaab7173983,1228962,5036824
156550,Godley Head Campsite,Awaroa/Godley Head,Canterbury,Camp in the middle of a WWII defence battery site with great ocean views and a range of scenic walks.,Standard,0,25,Yes,,"Non-powered/tent sites, Toilets - flush, Wheelchair accessible with assistance, Water from tap - treated, suitable for drinking, Toilets","Bird and wildlife watching, Mountain biking, Walking and tramping",Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,Coastal,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/11e0a07dd76e4d7a8647be38e9d1bf24.jpg,https://www.doc.govt.nz/link/1e1a4a4b65544e2daa2a9ad61ede13af.aspx,Located in Awaroa/Godley Head,1584141,5173844,100121018,6/25/2024 8:30:41 AM,7638675b-c9e4-48b1-a6f9-64e475cc84fc,1584141,5173844
156551,Akapoua Bay Campsite,Great Barrier Island/Aotea,Auckland,"A popular family camping area near the sheltered waters of Port FitzRoy, with easy access to many of the island's walking tracks.",Standard,0,30,Yes,,"Boat launching, Non-powered/tent sites, Shelter for cooking, Shower - cold, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply","Boating, Fishing, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/80714c341c5d49388b74288d98b37577.jpg,https://www.doc.govt.nz/link/17d7e700a78a4428949f79df1b5a6b3e.aspx,Located in Great Barrier Island/Aotea,1812555,5994397,100065669,6/25/2024 8:30:41 AM,64304669-3daa-42b7-b84f-4ea16da43f28,1812555,5994397
156552,Whangapoua Campsite,Great Barrier Island/Aotea,Auckland,"Located on the edge of Whangapoua estuary, this campsite is close to a popular surf break.",Standard,0,75,Yes,,"Non-powered/tent sites, Shelter for cooking, Shower - cold, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",Fishing,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/419fe3ca7cfc4299b178f11b8880fd46.jpg,https://www.doc.govt.nz/link/a121faa454d14ea8a62e20c156ae0c4e.aspx,Located in Great Barrier Island/Aotea,1817893,5997238,100043558,6/25/2024 8:30:42 AM,200221b7-61e7-4162-ae7c-c582b1c3b3c4,1817893,5997238
156553,Harataonga Campsite,Great Barrier Island/Aotea,Auckland,"A sheltered campground close to Harataonga Beach for snorkeling and swimming, and the Harataonga coastal walkway.",Standard,0,60,Yes,,"Non-powered/tent sites, Shelter for cooking, Shower - cold, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply","Diving and snorkelling, Fishing, Swimming",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/089d36e2c3004809ae62c9c031776c34.aspx,https://www.doc.govt.nz/link/99e0b0d75251413b98f9769315309864.aspx,Located in Great Barrier Island/Aotea,1823001,5994150,100044956,6/25/2024 8:30:42 AM,b95d5cd8-8fef-498d-aff4-d53aa0881ef2,1823001,5994150
156554,Medlands Beach Campsite,Great Barrier Island/Aotea,Auckland,This campsite is set back from Medlands Beach amongst mature trees. The estuary is safe for swimming and the beach is popular for surfing.,Standard,0,60,Yes,,"Boat launching, Non-powered/tent sites, Shelter for cooking, Shower - cold, Water from tap - not treated, boil before use, Wheelchair accessible with assistance, Toilets - non-flush, Toilets, Water supply","Fishing, Swimming",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/49f6325ba6a644fd9cedc3d18863dc7b.jpg,https://www.doc.govt.nz/link/e64b60bb581149edbe5d1a56683f5707.aspx,Located in Great Barrier Island/Aotea,1824828,5983154,100044957,6/25/2024 8:30:42 AM,caa38039-a105-4bd6-9df2-8c64a1962a4d,1824828,5983154
156555,Awana Beach Campsite,Great Barrier Island/Aotea,Auckland,"This campsite is near Awana Beach, one of the island's most popular places to surf.",Standard,0,60,Yes,,"Non-powered/tent sites, Shelter for cooking, Shower - cold, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",Kayaking and canoeing,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/73bd41d2ef67420f871e80539f36a2ca.jpg,https://www.doc.govt.nz/link/f8a213f8ccc8458485daa7eaf7a1df7d.aspx,Located in Great Barrier Island/Aotea,1822809,5990750,100044955,6/25/2024 8:30:43 AM,354c6965-8841-4ba2-8b63-acbd8707eaff,1822809,5990750
156556,Lake Ianthe Matahi Campsite,Harihari area,West Coast,"Camp beside one of Westland’s forest-lined freshwater lakes. Popular for boating, trout fishing and swimming.",Standard,0,12,Yes,,"Boat launching, Jetty, Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Wheelchair accessible with assistance, Toilets - non-flush, Toilets, Water supply","Boating, Fishing, Swimming",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/54e40d2d32a9408791d3bac4f5c2af4b.aspx,https://www.doc.govt.nz/link/b5393f34f75b4c208554d9d4fe96b1a4.aspx,Located in Harihari area,1407332,5229783,100044562,6/25/2024 8:30:43 AM,3ddec8a3-5537-4a31-a328-f1e5b4a38b26,1407332,5229783
156557,Motuora Island Campsite,Motuora Island,Auckland,"An island sanctuary for native flora and fauna, the camp is near a Māori historic site and early European settlement. ",Standard,0,18,Yes,,"Non-powered/tent sites, Shower - cold, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply","Bird and wildlife watching, Boating, Fishing, Kayaking and canoeing, Swimming, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/218191e516f5442285d09816ec6f81f4.aspx,https://www.doc.govt.nz/link/c5185577c6094aaaa12c832b8430453c.aspx,Located in Motuora Island,1760355,5958612,100043559,6/25/2024 8:30:43 AM,95516ca2-96d4-4ba1-800b-5b48ccfa6f43,1760355,5958612
156558,Goldsborough Campsite,Goldsborough (Waimea) - Kumara area,West Coast,This sheltered and secluded campsite is the site of an old gold mining town. Explore the gold mining area and try your luck fossicking in the nearby creek. ,Standard,0,40,Yes,,"Non-powered/tent sites, Toilets - flush, Water from tap - not treated, boil before use, Wheelchair accessible with assistance, Toilets, Water supply",,Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/96141cc547c745d2b8a9aaf38f37d660.jpg,https://www.doc.govt.nz/link/1ccbb9c749f54d8086b0ebad6e584c14.aspx,Located in Goldsborough (Waimea) - Kumara area,1446237,5273472,100043032,6/25/2024 8:30:44 AM,6c13cb9e-1d15-4114-b336-0517d8570902,1446237,5273472
156559,Holdsworth Campsite,Holdsworth area,Wairarapa,"At the eastern park entrance beneath the Tararua Ranges. Enjoy walks, fishing and swimming nearby.  There are also grassed areas for sports.",Standard,0,150,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Shelter for cooking, Toilets - flush, Water from tap - not treated, boil before use, Toilets, Water supply","Fishing, Swimming, Walking and tramping",Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,Forest,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fddecb0dda9c4d94a152c8c58f0f9402.jpg,https://www.doc.govt.nz/link/52529a1df97d47389c8f9d2721439aec.aspx,Located in Holdsworth area,1808889,5468642,100044322,6/25/2024 8:30:44 AM,d653262b-208f-4cba-9f56-aa6434c21409,1808889,5468642
156560,White Horse Hill Campground,Aoraki/Mount Cook National Park,Canterbury,Camp beneath magnificent alpine scenery including Mt Sefton. Enjoy a variety of walks from the valley floor to mountain tops. ,Standard,0,60,Yes,,"Non-powered/tent sites, Shelter for cooking, Toilets - flush, Water from tap - treated, suitable for drinking, Toilets",Walking and tramping,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Alpine,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4f9a5e57e4e34e678ca3148fa3f92ad4.jpg,https://www.doc.govt.nz/link/81173e8283b84a1eb09e9bd87533360e.aspx,Located in Aoraki/Mount Cook National Park,1365787,5155344,100043563,6/25/2024 8:30:44 AM,d5bec77a-96a1-42c7-ad54-4c7934f9b85e,1365787.443,5155343.7716
156561,Shag Stream Campsite,Coromandel Forest Park,Coromandel,"This scenic, riverside campsite is an ideal base for exploring the Valley. A replica kauri dam is a 20 minute walk away.",Standard,0,30,Yes,,"Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,"Forest, Rivers and lakes","Campervan, Car",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5adf2cb4d3c94882ae86d9a579e0f787.jpg,https://www.doc.govt.nz/link/3a124c8f0b054182b1dc72318ecb3779.aspx,Located in Coromandel Forest Park,1833665,5888280,100065596,6/25/2024 8:30:44 AM,86a9aa20-8c42-4611-ab98-6496e77f4db1,1833665,5888280
156562,Hotoritori Campsite,Coromandel Forest Park,Coromandel,"Camp river side in the Kauaeranga Valley, 3 km north of visitor centre.",Standard,0,15,Yes,,"Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply",Walking and tramping,Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,"Forest, Rivers and lakes","Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/70ed710dfff44eefa2676dae15dd5ea0.aspx,https://www.doc.govt.nz/link/ae843fca04234499bd7a8f968f533921.aspx,Located in Coromandel Forest Park,1834095,5890769,100044159,6/25/2024 8:30:45 AM,9c8ca677-8751-4c57-a968-85156156ee69,1834095,5890769
156563,Whangaiterenga Campsite,Coromandel Forest Park,Coromandel,Camp near to where the Whangaiterenga Stream and Kauaeranga River meet.,Standard,0,50,Yes,,"Non-powered/tent sites, Toilets - flush, Water from stream, Toilets, Water supply",Walking and tramping,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,"Forest, Rivers and lakes","Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b2132a09fddd4bd29d432c41e91434ad.jpg,https://www.doc.govt.nz/link/cec221a08cf7477abfa799f739b08277.aspx,Located in Coromandel Forest Park,1835120,5892542,100044316,6/25/2024 8:30:45 AM,c915d73c-01b7-4f43-bd98-f3c351b2f149,1835120,5892542
156564,Booms Flat Campsite,Coromandel Forest Park,Coromandel,"A popular and spacious campsite in the Kauaeranga Valley, 6 km north of the visitor centre.",Standard,0,65,Yes,,"Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply",Walking and tramping,Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,"Forest, Rivers and lakes","Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/16466b0b25df4b99a5478ebd6b15d8b0.aspx,https://www.doc.govt.nz/link/e982859143e24eaca96a80d7ca09b0e5.aspx,Located in Coromandel Forest Park,1835607,5893149,100044158,6/25/2024 8:30:46 AM,50faefca-97d9-43c1-8d49-8a11601d2e8c,1835607,5893149
